,No,time_played,position,height,weight,salary,nth_year,nationality,j1_total_num_played,j1_total_scores,j2_total_num_played,j2_total_scores,j3_total_num_played,j3_total_scores,na_total_num_played,na_total_scores,prev3_div,prev2_div,prev1_div,prev3_num_played,prev2_num_played,prev1_num_played,prev3_scores,prev2_scores,prev1_scores,prev3_time_played,prev2_time_played,prev1_time_played,age,place_prev_season,is_youth,is_old,j12_total_num_played,j1na_total_num_played,j12_total_scores,j1na_total_scores,prev12_num_played,prev123_num_played,prev12_scores,prev123_scores,prev12_time_played,prev123_time_played,prev12_div,prev123_div
93,28.0,2232.0,MF,170.0,64.0,1000.0,4.0,other,26.0,0.0,0.0,0.0,10.0,1.0,0.0,0.0,True,True,True,0,2,24,0,0,0,0.0,46.0,1881.0,22,3.0,False,False,26.0,26.0,0.0,0.0,26,26,0,0,1927.0,1927.0,2,3
94,29.0,708.0,MF,175.0,67.0,480.0,3.0,other,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,True,True,0,0,6,0,0,0,0.0,0.0,169.0,25,3.0,False,False,6.0,6.0,0.0,0.0,6,6,0,0,169.0,169.0,2,2
95,30.0,0.0,GK,181.0,77.0,480.0,2.0,other,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,True,True,0,0,0,0,0,0,0.0,0.0,0.0,20,3.0,True,False,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,2,3
96,31.0,0.0,GK,181.0,71.0,600.0,1.0,other,0.0,0.0,0.0,0.0,64.0,0.0,0.0,0.0,False,False,False,28,28,36,0,0,0,0.0,2520.0,3240.0,27,3.0,False,False,0.0,0.0,0.0,0.0,64,92,0,0,5760.0,5760.0,0,0
97,1.0,3060.0,GK,188.0,85.0,3500.0,7.0,other,202.0,0.0,183.0,0.0,0.0,0.0,0.0,0.0,True,True,True,34,31,34,0,0,0,3060.0,2790.0,3060.0,34,5.0,False,True,293.5,202.0,91.5,0.0,65,99,0,0,5850.0,8910.0,2,3
98,4.0,1507.0,DF,183.0,72.0,4500.0,6.0,other,321.0,13.0,0.0,0.0,0.0,0.0,7.0,0.0,True,True,True,34,34,33,3,1,1,3060.0,3060.0,2933.0,31,5.0,False,False,321.0,328.0,13.0,13.0,67,101,2,5,5993.0,9053.0,2,3
99,5.0,2520.0,DF,183.0,77.0,4200.0,5.0,other,278.0,5.0,0.0,0.0,0.0,0.0,1.0,0.0,True,True,True,34,30,34,1,1,1,2992.0,2692.0,3060.0,31,5.0,False,False,278.0,279.0,5.0,5.0,64,98,2,3,5752.0,8744.0,2,3
100,6.0,2265.0,MF,174.0,73.0,5800.0,13.0,other,251.0,15.0,36.0,4.0,0.0,0.0,8.0,1.0,True,True,True,33,25,33,3,1,3,2962.0,1980.0,2951.0,30,5.0,False,False,269.0,259.0,33.0,16.0,58,91,4,7,4931.0,7893.0,2,3
101,7.0,109.0,MF,177.0,77.0,2000.0,17.0,other,253.0,40.0,77.0,24.0,0.0,0.0,0.0,0.0,True,True,True,6,21,9,1,1,1,362.0,982.0,438.0,35,5.0,False,True,291.5,253.0,78.5,40.0,30,36,2,3,1420.0,1782.0,2,3
102,8.0,1921.0,MF,177.0,75.0,4500.0,17.0,other,393.0,19.0,74.0,3.0,0.0,0.0,0.0,0.0,True,True,True,33,29,33,0,0,1,2970.0,2508.0,2940.0,35,5.0,False,True,430.0,393.0,56.0,19.0,62,95,1,1,5448.0,8418.0,2,3
103,9.0,2630.0,FW,179.0,79.0,7000.0,1.0,other,28.0,9.0,0.0,0.0,0.0,0.0,9.0,3.0,False,False,True,27,25,28,14,3,9,0.0,0.0,2207.0,32,5.0,False,True,28.0,37.0,9.0,12.0,53,80,12,26,2207.0,2207.0,1,1
104,10.0,796.0,FW,171.0,70.0,1500.0,4.0,other,44.0,8.0,0.0,0.0,3.0,0.0,3.0,0.0,True,True,True,1,11,32,0,0,8,8.0,277.0,1048.0,22,5.0,False,False,44.0,47.0,8.0,8.0,43,44,8,8,1325.0,1333.0,2,3
105,11.0,665.0,FW,170.0,65.0,5500.0,12.0,other,376.0,157.0,97.0,50.0,0.0,0.0,31.0,4.0,True,True,True,34,29,34,17,11,12,2905.0,1883.0,2191.0,34,5.0,False,True,424.5,407.0,205.5,161.0,63,97,23,40,4074.0,6979.0,2,3
106,13.0,0.0,GK,185.0,80.0,1100.0,5.0,other,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,True,True,1,3,0,0,0,0,84.0,270.0,0.0,27,5.0,False,False,4.0,4.0,0.0,0.0,3,4,0,0,270.0,354.0,2,3
107,14.0,2033.0,MF,177.0,68.0,4000.0,8.0,other,180.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,True,True,True,29,20,31,2,0,1,2256.0,1219.0,2482.0,36,5.0,False,True,180.0,180.0,6.0,6.0,51,80,1,3,3701.0,5957.0,2,3
108,16.0,1626.0,MF,169.0,67.0,2000.0,9.0,other,85.0,6.0,4.0,1.0,0.0,0.0,0.0,0.0,True,True,True,19,21,16,0,0,2,866.0,1292.0,912.0,27,5.0,False,False,87.0,85.0,8.0,6.0,37,56,2,2,2204.0,3070.0,2,3
109,17.0,0.0,MF,177.0,72.0,1200.0,4.0,other,62.0,10.0,0.0,0.0,4.0,1.0,0.0,0.0,True,True,True,20,18,19,4,2,4,235.0,715.0,878.0,22,5.0,False,False,62.0,62.0,10.0,10.0,37,57,6,10,1593.0,1828.0,2,3
110,18.0,2860.0,MF,168.0,62.0,3200.0,3.0,other,122.0,11.0,57.0,5.0,0.0,0.0,0.0,0.0,True,True,True,34,29,30,4,2,4,2934.0,2305.0,2618.0,29,5.0,False,False,150.5,122.0,39.5,11.0,59,93,6,10,4923.0,7857.0,2,3
111,19.0,360.0,DF,176.0,70.0,2200.0,2.0,other,89.0,6.0,35.0,2.0,0.0,0.0,0.0,0.0,True,True,True,33,34,22,3,3,0,2970.0,3060.0,682.0,27,5.0,False,False,106.5,89.0,23.5,6.0,56,89,3,6,3742.0,6712.0,2,3
112,22.0,248.0,FW,186.0,84.0,1000.0,3.0,other,23.0,3.0,0.0,0.0,0.0,0.0,1.0,0.0,False,True,True,0,18,5,0,3,0,0.0,769.0,47.0,25,5.0,False,False,23.0,24.0,3.0,3.0,23,23,3,3,816.0,816.0,2,2
113,23.0,70.0,DF,182.0,75.0,700.0,3.0,other,0.0,0.0,23.0,1.0,5.0,0.0,0.0,0.0,False,False,True,9,14,0,0,1,0,549.0,913.0,0.0,22,5.0,False,False,11.5,0.0,11.5,0.0,14,23,1,1,913.0,1462.0,1,1
114,25.0,1134.0,MF,166.0,60.0,800.0,3.0,other,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,True,True,0,1,3,0,0,0,0.0,64.0,122.0,25,5.0,False,False,4.0,4.0,0.0,0.0,4,4,0,0,186.0,186.0,2,2
115,27.0,37.0,DF,181.0,72.0,1000.0,1.0,korea,27.0,2.0,24.0,1.0,0.0,0.0,0.0,0.0,False,False,True,10,14,27,0,1,2,305.0,876.0,2363.0,26,5.0,False,False,39.0,27.0,14.0,2.0,41,51,3,3,3239.0,3544.0,1,1
116,28.0,1644.0,MF,179.0,73.0,850.0,8.0,other,47.0,1.0,14.0,0.0,0.0,0.0,0.0,0.0,True,True,True,16,1,7,1,0,0,936.0,90.0,219.0,27,5.0,False,False,54.0,47.0,8.0,1.0,8,24,0,1,309.0,1245.0,2,3
117,30.0,3052.0,MF,176.0,65.0,3000.0,3.0,other,109.0,9.0,139.0,16.0,0.0,0.0,0.0,0.0,False,True,True,38,22,27,6,1,6,3354.0,1647.0,1927.0,32,5.0,False,True,178.5,109.0,78.5,9.0,49,87,7,13,3574.0,6928.0,2,2
118,31.0,513.0,FW,173.0,68.0,1500.0,1.0,other,18.0,3.0,137.0,28.0,0.0,0.0,0.0,0.0,False,False,False,18,20,33,3,3,4,888.0,1398.0,2115.0,24,5.0,False,False,86.5,18.0,71.5,3.0,53,71,7,10,3513.0,4401.0,0,0
119,33.0,2638.0,DF,182.0,78.0,4200.0,5.0,other,96.0,12.0,60.0,5.0,0.0,0.0,2.0,0.0,True,True,True,34,32,27,3,6,3,3049.0,2735.0,2319.0,28,5.0,False,False,126.0,98.0,42.0,12.0,59,93,9,12,5054.0,8103.0,2,3
120,34.0,24.0,DF,170.0,65.0,500.0,3.0,other,0.0,0.0,0.0,0.0,19.0,0.0,0.0,0.0,False,True,True,0,0,0,0,0,0,0.0,0.0,0.0,20,5.0,True,False,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,2,2
121,35.0,0.0,DF,183.0,78.0,480.0,2.0,other,0.0,0.0,5.0,0.0,6.0,0.0,0.0,0.0,False,True,False,0,0,5,0,0,0,0.0,0.0,265.0,21,5.0,True,False,2.5,0.0,2.5,0.0,5,5,0,0,265.0,265.0,1,1
122,37.0,1031.0,DF,172.0,67.0,750.0,4.0,other,7.0,1.0,0.0,0.0,7.0,0.0,0.0,0.0,True,True,True,0,4,3,0,0,1,0.0,183.0,270.0,20,5.0,True,False,7.0,7.0,1.0,1.0,7,7,1,1,453.0,453.0,2,3
123,1.0,2970.0,GK,184.0,73.0,700.0,3.0,other,40.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,True,True,True,17,0,23,0,0,0,1497.0,0.0,2070.0,29,1.0,False,False,45.0,40.0,5.0,0.0,23,40,0,0,2070.0,3567.0,2,3
124,2.0,394.0,DF,174.0,70.0,800.0,5.0,other,67.0,2.0,133.0,3.0,0.0,0.0,0.0,0.0,True,True,True,32,17,1,2,0,0,1695.0,1122.0,20.0,32,1.0,False,True,133.5,67.0,68.5,2.0,18,50,0,2,1142.0,2837.0,2,3
125,3.0,777.0,DF,183.0,79.0,500.0,3.0,other,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,True,True,0,5,15,0,0,0,0.0,291.0,1091.0,26,1.0,False,False,20.0,20.0,0.0,0.0,20,20,0,0,1382.0,1382.0,2,2
126,4.0,2021.0,DF,175.0,69.0,2200.0,14.0,other,185.0,3.0,227.0,9.0,0.0,0.0,0.0,0.0,True,True,True,29,33,28,0,3,0,2554.0,2969.0,2520.0,36,1.0,False,True,298.5,185.0,116.5,3.0,61,90,3,3,5489.0,8043.0,2,3
127,5.0,1098.0,DF,185.0,70.0,900.0,1.0,other,0.0,0.0,94.0,2.0,0.0,0.0,0.0,0.0,False,False,False,15,42,37,0,1,1,1213.0,3757.0,3330.0,26,1.0,False,False,47.0,0.0,47.0,0.0,79,94,2,2,7087.0,8300.0,0,0
128,6.0,0.0,DF,180.0,74.0,2800.0,1.0,brazil,50.0,3.0,8.0,1.0,0.0,0.0,0.0,0.0,False,False,False,0,0,0,0,0,0,0.0,0.0,0.0,27,1.0,False,False,54.0,50.0,7.0,3.0,0,0,0,0,0.0,0.0,0,0
129,7.0,112.0,MF,176.0,64.0,1500.0,16.0,other,134.0,11.0,325.0,19.0,0.0,0.0,0.0,0.0,True,True,True,10,28,13,0,3,0,313.0,1465.0,760.0,38,1.0,False,True,296.5,134.0,173.5,11.0,41,51,3,3,2225.0,2538.0,2,3
130,8.0,1761.0,MF,183.0,67.0,800.0,4.0,other,65.0,1.0,65.0,1.0,0.0,0.0,0.0,0.0,True,True,True,3,32,25,0,1,0,193.0,2667.0,1953.0,26,1.0,False,False,97.5,65.0,33.5,1.0,57,60,1,1,4620.0,4813.0,2,3
131,9.0,398.0,FW,184.0,75.0,2400.0,1.0,brazil,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False,False,6,13,26,1,5,4,0.0,0.0,0.0,25,1.0,False,False,0.0,0.0,0.0,0.0,39,45,9,10,0.0,0.0,0,0
132,10.0,1504.0,FW,183.0,83.0,5900.0,2.0,brazil,66.0,19.0,40.0,16.0,0.0,0.0,0.0,0.0,False,True,True,40,32,34,16,4,14,3570.0,2484.0,2958.0,29,1.0,False,False,86.0,66.0,39.0,19.0,66,106,18,34,5442.0,9012.0,2,2
133,13.0,993.0,FW,174.0,71.0,600.0,3.0,other,40.0,1.0,24.0,6.0,0.0,0.0,0.0,0.0,True,True,False,24,16,24,1,0,6,1171.0,888.0,1589.0,26,1.0,False,False,52.0,40.0,13.0,1.0,40,64,6,7,2477.0,3648.0,1,2
134,14.0,2554.0,MF,176.0,75.0,1400.0,1.0,other,54.0,3.0,330.0,53.0,0.0,0.0,0.0,0.0,False,False,False,37,22,28,9,0,1,2614.0,1067.0,983.0,30,1.0,False,False,219.0,54.0,168.0,3.0,50,87,1,10,2050.0,4664.0,0,0
135,15.0,115.0,MF,176.0,67.0,600.0,1.0,other,7.0,0.0,17.0,0.0,0.0,0.0,0.0,0.0,True,True,True,0,2,17,0,0,0,0.0,68.0,344.0,27,1.0,False,False,15.5,7.0,8.5,0.0,19,19,0,0,412.0,412.0,2,3
136,16.0,2470.0,DF,173.0,69.0,800.0,8.0,other,82.0,3.0,56.0,5.0,0.0,0.0,0.0,0.0,True,True,True,19,12,19,0,0,0,1246.0,532.0,1430.0,31,1.0,False,False,110.0,82.0,31.0,3.0,31,50,0,0,1962.0,3208.0,2,3
137,17.0,1807.0,DF,179.0,71.0,800.0,14.0,other,49.0,0.0,118.0,6.0,0.0,0.0,0.0,0.0,True,True,True,3,2,27,0,0,0,67.0,72.0,2349.0,36,1.0,False,True,108.0,49.0,59.0,0.0,29,32,0,0,2421.0,2488.0,2,3
138,19.0,203.0,FW,189.0,86.0,1500.0,5.0,other,169.0,8.0,115.0,8.0,0.0,0.0,0.0,0.0,True,True,True,10,29,16,0,5,0,655.0,1672.0,352.0,40,1.0,False,True,226.5,169.0,65.5,8.0,45,55,5,5,2024.0,2679.0,2,3
139,20.0,1772.0,MF,180.0,72.0,550.0,1.0,other,21.0,1.0,93.0,8.0,0.0,0.0,0.0,0.0,True,False,False,1,24,34,0,1,4,31.0,1965.0,3024.0,27,1.0,False,False,67.5,21.0,47.5,1.0,58,59,5,5,4989.0,5020.0,0,1
140,22.0,0.0,GK,185.0,75.0,500.0,5.0,other,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,True,False,2,22,0,0,0,0,90.0,990.0,0.0,28,1.0,False,False,12.0,12.0,0.0,0.0,22,24,0,0,990.0,1080.0,1,2
141,23.0,2846.0,MF,175.0,70.0,550.0,3.0,other,48.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,False,True,True,0,19,29,0,0,1,0.0,931.0,2072.0,25,1.0,False,False,48.0,48.0,1.0,1.0,48,48,1,1,3003.0,3003.0,2,2
142,25.0,358.0,FW,175.0,69.0,380.0,1.0,other,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False,False,0,0,0,0,0,0,0.0,0.0,0.0,19,1.0,True,False,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0,0
143,26.0,148.0,DF,190.0,84.0,380.0,2.0,other,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False,True,0,0,0,0,0,0,0.0,0.0,0.0,20,1.0,True,False,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,1,1
144,27.0,869.0,MF,174.0,73.0,900.0,1.0,other,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,False,False,False,10,6,4,0,0,0,0.0,0.0,0.0,31,1.0,False,False,0.0,1.0,0.0,0.0,10,20,0,0,0.0,0.0,0,0
145,28.0,2243.0,MF,175.0,65.0,500.0,4.0,other,22.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,True,True,True,3,2,17,0,0,1,45.0,29.0,871.0,26,1.0,False,False,22.0,22.0,1.0,1.0,19,22,1,1,900.0,945.0,2,3
146,29.0,22.0,DF,181.0,77.0,700.0,2.0,other,3.0,0.0,175.0,6.0,0.0,0.0,0.0,0.0,False,False,False,33,40,22,0,0,1,2854.0,3600.0,1883.0,30,1.0,False,False,90.5,3.0,87.5,0.0,62,95,1,1,5483.0,8337.0,0,0
147,30.0,1174.0,MF,172.0,63.0,700.0,11.0,other,60.0,7.0,105.0,4.0,0.0,0.0,0.0,0.0,True,True,True,22,8,8,1,1,1,1151.0,559.0,217.0,33,1.0,False,True,112.5,60.0,59.5,7.0,16,38,2,3,776.0,1927.0,2,3
148,31.0,90.0,GK,186.0,80.0,480.0,4.0,other,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,True,True,0,0,0,0,0,0,0.0,0.0,0.0,26,1.0,False,False,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,2,3
149,41.0,1731.0,DF,177.0,73.0,900.0,4.0,other,310.0,15.0,175.0,13.0,0.0,0.0,0.0,0.0,True,True,True,22,0,22,2,0,0,1699.0,0.0,1871.0,42,1.0,False,True,397.5,310.0,102.5,15.0,22,44,0,2,1871.0,3570.0,2,3
150,1.0,0.0,GK,186.0,85.0,1200.0,1.0,other,59.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,True,True,True,20,29,10,0,0,0,1800.0,2610.0,900.0,23,4.0,False,False,59.0,59.0,0.0,0.0,39,59,0,0,3510.0,5310.0,2,3
151,3.0,2779.0,DF,182.0,76.0,2000.0,6.0,other,76.0,5.0,0.0,0.0,0.0,0.0,1.0,0.0,True,True,True,4,34,29,0,2,3,105.0,3030.0,2610.0,24,4.0,False,False,76.0,77.0,5.0,5.0,63,67,5,5,5640.0,5745.0,2,3
152,5.0,1.0,DF,183.0,75.0,3100.0,16.0,other,375.0,8.0,0.0,0.0,0.0,0.0,2.0,0.0,True,True,True,34,18,21,2,1,0,3060.0,1314.0,1294.0,34,4.0,False,True,375.0,377.0,8.0,8.0,39,73,1,3,2608.0,5668.0,2,3
153,6.0,1438.0,MF,173.0,72.0,2400.0,1.0,other,76.0,7.0,108.0,12.0,0.0,0.0,0.0,0.0,True,False,True,33,31,32,4,6,3,2887.0,2782.0,2854.0,28,4.0,False,False,130.0,76.0,61.0,7.0,63,96,9,13,5636.0,8523.0,1,2
154,7.0,1123.0,MF,173.0,69.0,1700.0,3.0,brazil,62.0,18.0,0.0,0.0,0.0,0.0,0.0,0.0,False,True,True,0,30,32,0,8,10,0.0,2070.0,2099.0,22,4.0,False,False,62.0,62.0,18.0,18.0,62,62,18,18,4169.0,4169.0,2,2
155,8.0,2130.0,MF,172.0,63.0,2100.0,6.0,other,83.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,True,True,True,15,34,28,2,8,6,853.0,2742.0,2015.0,24,4.0,False,False,83.0,83.0,16.0,16.0,62,77,14,16,4757.0,5610.0,2,3
156,9.0,205.0,FW,186.0,76.0,3000.0,2.0,brazil,4.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False,True,35,31,4,16,8,1,0.0,0.0,222.0,33,4.0,False,True,4.0,4.0,1.0,1.0,35,70,9,25,222.0,222.0,1,1
157,10.0,2713.0,MF,175.0,64.0,3700.0,6.0,other,141.0,14.0,0.0,0.0,0.0,0.0,13.0,3.0,True,True,True,34,34,29,2,6,5,2972.0,3046.0,2546.0,24,4.0,False,False,141.0,154.0,14.0,17.0,63,97,11,13,5592.0,8564.0,2,3
158,13.0,856.0,MF,174.0,67.0,1500.0,4.0,other,68.0,8.0,66.0,17.0,0.0,0.0,0.0,0.0,True,True,True,16,14,17,3,2,2,527.0,558.0,780.0,26,4.0,False,False,101.0,68.0,41.0,8.0,31,47,4,7,1338.0,1865.0,2,3
159,14.0,1008.0,DF,183.0,80.0,2700.0,2.0,korea,80.0,3.0,0.0,0.0,0.0,0.0,4.0,0.0,True,True,True,26,12,24,3,0,0,993.0,479.0,1935.0,27,4.0,False,False,80.0,84.0,3.0,3.0,36,62,0,3,2414.0,3407.0,2,3
160,15.0,0.0,FW,188.0,78.0,1900.0,2.0,other,74.0,10.0,98.0,26.0,0.0,0.0,0.0,0.0,False,True,True,25,30,22,2,7,0,1020.0,2464.0,882.0,30,4.0,False,False,123.0,74.0,59.0,10.0,52,77,7,9,3346.0,4366.0,2,2
161,16.0,2782.0,DF,180.0,69.0,2400.0,3.0,other,148.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,True,True,True,8,32,28,1,1,3,417.0,2820.0,2445.0,31,4.0,False,False,148.0,148.0,7.0,7.0,60,68,4,5,5265.0,5682.0,2,3
162,17.0,719.0,DF,182.0,79.0,700.0,1.0,brazil,15.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,False,True,True,0,4,11,0,0,1,0.0,323.0,891.0,21,4.0,True,False,15.0,15.0,1.0,1.0,15,15,1,1,1214.0,1214.0,2,2
163,18.0,1138.0,FW,174.0,70.0,1300.0,3.0,other,38.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,True,True,True,1,15,22,0,5,7,32.0,801.0,1141.0,25,4.0,False,False,38.0,38.0,12.0,12.0,37,38,12,12,1942.0,1974.0,2,3
164,20.0,30.0,MF,181.0,73.0,850.0,1.0,other,0.0,0.0,39.0,0.0,0.0,0.0,0.0,0.0,False,False,False,0,0,39,0,0,0,0.0,0.0,3186.0,20,4.0,True,False,19.5,0.0,19.5,0.0,39,39,0,0,3186.0,3186.0,0,0
165,21.0,3060.0,GK,187.0,80.0,6000.0,19.0,other,464.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,True,True,True,34,34,24,0,0,0,3060.0,3060.0,2160.0,37,4.0,False,True,464.0,468.0,0.0,0.0,58,92,0,0,5220.0,8280.0,2,3
166,22.0,2302.0,DF,178.0,74.0,3000.0,6.0,other,198.0,9.0,46.0,8.0,0.0,0.0,1.0,0.0,True,True,True,29,23,30,0,3,0,2380.0,1999.0,2699.0,29,4.0,False,False,221.0,199.0,32.0,9.0,53,82,3,3,4698.0,7078.0,2,3
167,23.0,1793.0,DF,186.0,79.0,1100.0,4.0,other,32.0,1.0,0.0,0.0,4.0,0.0,0.0,0.0,True,True,True,0,20,12,0,0,1,0.0,1542.0,839.0,22,4.0,False,False,32.0,32.0,1.0,1.0,32,32,1,1,2381.0,2381.0,2,3
168,24.0,889.0,DF,176.0,68.0,900.0,5.0,other,26.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,True,True,True,6,12,8,0,0,0,467.0,1032.0,554.0,23,4.0,False,False,26.0,26.0,0.0,0.0,20,26,0,0,1586.0,2053.0,2,3
169,25.0,1861.0,MF,168.0,69.0,3700.0,10.0,other,175.0,34.0,0.0,0.0,0.0,0.0,0.0,0.0,True,True,True,28,30,32,7,10,6,1657.0,2246.0,2318.0,28,4.0,False,False,175.0,175.0,34.0,34.0,62,90,16,23,4564.0,6221.0,2,3
170,26.0,0.0,MF,170.0,62.0,460.0,2.0,other,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False,True,0,0,0,0,0,0,0.0,0.0,0.0,19,4.0,True,False,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,1,1
171,28.0,0.0,DF,190.0,80.0,380.0,1.0,other,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False,True,0,0,0,0,0,0,0.0,0.0,0.0,19,4.0,True,False,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,1,1
172,29.0,0.0,GK,188.0,86.0,480.0,9.0,other,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,True,True,0,0,0,0,0,0,0.0,0.0,0.0,27,4.0,False,False,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,2,3
173,32.0,414.0,MF,162.0,62.0,480.0,3.0,other,5.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,False,True,True,0,4,1,0,0,0,0.0,59.0,60.0,20,4.0,True,False,5.0,5.0,0.0,0.0,5,5,0,0,119.0,119.0,2,2
174,34.0,1188.0,FW,182.0,75.0,700.0,2.0,other,7.0,2.0,0.0,0.0,9.0,3.0,0.0,0.0,False,True,True,0,0,7,0,0,2,0.0,0.0,108.0,20,4.0,True,False,7.0,7.0,2.0,2.0,7,7,2,2,108.0,108.0,2,2
175,36.0,0.0,MF,175.0,65.0,380.0,1.0,other,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,True,True,0,0,0,0,0,0,0.0,0.0,0.0,19,4.0,True,False,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,2,2
176,40.0,2300.0,MF,173.0,72.0,7800.0,19.0,other,464.0,69.0,0.0,0.0,0.0,0.0,55.0,7.0,True,True,True,33,33,29,2,2,1,2933.0,2833.0,2399.0,37,4.0,False,True,464.0,519.0,69.0,76.0,62,95,3,5,5232.0,8165.0,2,3
177,1.0,2430.0,GK,184.0,78.0,1300.0,1.0,other,34.0,0.0,51.0,1.0,0.0,0.0,0.0,0.0,False,False,True,10,41,34,1,0,0,875.0,3690.0,3036.0,29,3.0,False,False,59.5,34.0,25.5,0.0,75,85,0,1,6726.0,7601.0,1,1
178,2.0,416.0,MF,180.0,75.0,1200.0,3.0,other,30.0,1.0,30.0,3.0,0.0,0.0,0.0,0.0,False,False,True,0,30,30,0,3,1,0.0,2684.0,2623.0,25,3.0,False,False,45.0,30.0,16.0,1.0,60,60,4,4,5307.0,5307.0,1,1
179,3.0,2.0,DF,185.0,78.0,450.0,2.0,other,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,False,True,False,0,0,1,0,0,0,0.0,0.0,90.0,24,3.0,False,False,0.5,0.0,0.5,0.0,1,1,0,0,90.0,90.0,1,1
180,4.0,2790.0,DF,182.0,85.0,2500.0,2.0,brazil,30.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False,True,11,25,30,0,1,0,0.0,0.0,2620.0,33,3.0,False,True,30.0,30.0,0.0,0.0,55,66,1,1,2620.0,2620.0,1,1
181,5.0,625.0,MF,177.0,77.0,2500.0,1.0,brazil,14.0,0.0,127.0,6.0,0.0,0.0,0.0,0.0,False,True,False,23,14,36,0,0,2,1970.0,560.0,3126.0,27,3.0,False,False,77.5,14.0,63.5,0.0,50,73,2,2,3686.0,5656.0,1,1
182,6.0,2880.0,DF,175.0,70.0,850.0,3.0,other,33.0,1.0,40.0,1.0,0.0,0.0,0.0,0.0,True,False,True,0,40,33,0,1,1,0.0,3495.0,2859.0,25,3.0,False,False,53.0,33.0,21.0,1.0,73,73,2,2,6354.0,6354.0,1,2
183,7.0,361.0,MF,166.0,63.0,1200.0,4.0,other,84.0,8.0,24.0,1.0,0.0,0.0,0.0,0.0,True,False,True,9,13,17,1,0,0,596.0,693.0,946.0,27,3.0,False,False,96.0,84.0,20.0,8.0,30,39,0,1,1639.0,2235.0,1,2
184,8.0,570.0,MF,168.0,64.0,1300.0,2.0,other,67.0,3.0,0.0,0.0,0.0,0.0,2.0,0.0,True,True,True,4,2,17,0,0,1,58.0,15.0,599.0,26,3.0,False,False,67.0,69.0,3.0,3.0,19,23,1,1,614.0,672.0,2,3
185,9.0,285.0,FW,181.0,80.0,2000.0,3.0,other,32.0,2.0,82.0,28.0,0.0,0.0,0.0,0.0,True,True,True,13,7,5,2,0,0,937.0,280.0,217.0,31,3.0,False,False,73.0,32.0,43.0,2.0,12,25,0,2,497.0,1434.0,2,3
186,10.0,2763.0,MF,172.0,68.0,2000.0,9.0,other,64.0,5.0,162.0,24.0,0.0,0.0,0.0,0.0,True,False,True,30,41,34,2,8,3,1844.0,3374.0,2939.0,25,3.0,False,False,145.0,64.0,86.0,5.0,75,105,11,13,6313.0,8157.0,1,2
187,11.0,723.0,FW,185.0,75.0,1800.0,2.0,other,101.0,13.0,172.0,64.0,0.0,0.0,0.0,0.0,True,True,True,32,18,17,2,2,4,644.0,560.0,646.0,33,3.0,False,True,187.0,101.0,99.0,13.0,35,67,6,8,1206.0,1850.0,2,3
